SETTLEMENTDATE,PRICEBAND1,PRICEBAND2,PRICEBAND3,PRICEBAND4,PRICEBAND5,PRICEBAND6,PRICEBAND7,PRICEBAND8,PRICEBAND9,PRICEBAND10
18/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
19/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
20/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
21/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
22/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
23/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
24/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
25/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
26/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
27/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
28/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
29/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
30/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
31/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
1/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
2/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
3/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
4/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
5/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
